Foodweb,EcosystemType,Nodes,Edges,Connectance,negative_sampling_mode,negative_needed,role_constrained_pool,full_valid_nonlink_pool,has_sufficient_role_constrained_pool,requires_random_topup,random_topup_needed_if_full_sample,a,eval_all,role_filter,constrained_neg_first_draw,random_topup_first_draw,k_train_first_draw,k_test_first_draw,constraints_manuscript_role_pairs,constraints_internal_role_pairs
AEW49_tax_mass,terrestrial belowground,154,2883,0.122358034,hybrid,5668,1065,20728,false,true,4603,2,0,1,1065,4603,566,5102,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW36_tax_mass,terrestrial belowground,160,3251,0.127790881,hybrid,6386,1721,22247,false,true,4665,2,0,1,1721,4665,638,5748,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Carpinteria_tax_mass,terrestrial aboveground,160,3554,0.139701258,hybrid,7094,2806,21893,false,true,4288,2,0,1,2806,4288,708,6386,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1_tax_mass",terrestrial aboveground,163,2120,0.080284784,role,4226,12398,24293,true,false,0,2,0,1,4226,0,422,3804,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
HEW05_tax_mass,terrestrial belowground,168,3138,0.111847733,hybrid,6166,1002,24973,false,true,5164,2,0,1,1002,5164,616,5550,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
FloridaIslandE1_tax_mass,terrestrial aboveground,210,3559,0.081089086,hybrid,7098,2275,40341,false,true,4823,2,0,1,2275,4823,708,6390,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
FloridaIslandE3_tax_mass,terrestrial aboveground,211,3669,0.082802979,hybrid,7316,2286,40652,false,true,5030,2,0,1,2286,5030,730,6586,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Caribbean Reef_tax_mass,marine,247,3311,0.054491294,hybrid,6600,1471,57462,false,true,5129,2,0,1,1471,5129,660,5940,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Kongsfjorden_tax_mass,marine,263,1603,0.023263576,role,3186,13864,67313,true,false,0,2,0,1,3186,0,318,2868,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Lough Hyne_tax_mass,marine,346,5052,0.042322192,role,10078,20753,114331,true,false,0,2,0,1,10078,0,1006,9072,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Weddell Sea_tax_mass,marine,490,16041,0.066946288,role,31974,46689,223623,true,false,0,2,0,1,31974,0,3196,28778,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
Chesapeake Bay_tax_mass,marine,521,15746,0.058120478,role,31358,94072,255241,true,false,0,2,0,1,31358,0,3134,28224,top_consumer->top_consumer;basal->basal;top_consumer->basal;top_consumer->intermediate;intermediate->basal,consumer->consumer;resource->resource;consumer->resource;consumer->consumer-resource;consumer-resource->resource
